Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,28.6635,33.733,48.0719,19.3942,55.2413,12.2248,1.586,1.771,2.2943,1.2477,2.5559,0.9861
20/04/2026,38.8026,33.733,48.0719,19.3942,55.2413,12.2248,1.956,1.771,2.2943,1.2477,2.5559,0.9861
