Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,25.7025,27.3017,31.8248,22.7785,34.0864,20.517,1.4765,1.7163,2.3945,1.0381,2.7336,0.699
20/04/2026,28.9008,27.3017,31.8248,22.7785,34.0864,20.517,1.956,1.7163,2.3945,1.0381,2.7336,0.699
