Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,31.584,29.3267,35.7113,22.9421,38.9036,19.7497,1.3505,1.7574,2.9084,0.6064,3.484,0.0309
20/04/2026,27.0694,29.3267,35.7113,22.9421,38.9036,19.7497,2.1644,1.7574,2.9084,0.6064,3.484,0.0309
