Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,533.051,508.1523,578.5765,437.728,613.7887,402.5159,29.926,29.2895,31.0897,27.4894,31.9898,26.5893
20/04/2026,483.2535,508.1523,578.5765,437.728,613.7887,402.5159,28.6531,29.2895,31.0897,27.4894,31.9898,26.5893
