Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,3.3575,3.2207,3.6075,2.834,3.8009,2.6406,0.1905,0.1878,0.1955,0.18,0.1994,0.1761
20/04/2026,3.084,3.2207,3.6075,2.834,3.8009,2.6406,0.185,0.1878,0.1955,0.18,0.1994,0.1761
