Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,113.9075,113.3608,114.9071,111.8145,115.6803,111.0413,10.443,10.6939,11.4035,9.9843,11.7584,9.6294
20/04/2026,112.8141,113.3608,114.9071,111.8145,115.6803,111.0413,10.9448,10.6939,11.4035,9.9843,11.7584,9.6294
