Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,83.292,83.814,85.2904,82.3376,86.0287,81.5993,4.4015,4.9028,6.3205,3.485,7.0294,2.7761
20/04/2026,84.336,83.814,85.2904,82.3376,86.0287,81.5993,5.404,4.9028,6.3205,3.485,7.0294,2.7761
