Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,120.1615,115.8729,128.0029,103.7429,134.0679,97.6779,6.3025,6.6102,7.4803,5.74,7.9154,5.3049
20/04/2026,111.5843,115.8729,128.0029,103.7429,134.0679,97.6779,6.9178,6.6102,7.4803,5.74,7.9154,5.3049
