Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,12.0925,10.7566,14.535,6.9782,16.4243,5.089,0.5195,0.4989,0.5571,0.4407,0.5863,0.4116
20/04/2026,9.4208,10.7566,14.535,6.9782,16.4243,5.089,0.4783,0.4989,0.5571,0.4407,0.5863,0.4116
