Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,12082.4055,12321.842,12999.0707,11644.6133,13337.685,11305.999,638.5765,751.5103,1070.9352,432.0853,1230.6477,272.3729
20/04/2026,12561.2785,12321.842,12999.0707,11644.6133,13337.685,11305.999,864.444,751.5103,1070.9352,432.0853,1230.6477,272.3729
