Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,32.5805,30.6251,36.1558,25.0944,38.9212,22.329,0.86,0.8633,0.8727,0.8539,0.8774,0.8493
20/04/2026,28.6697,30.6251,36.1558,25.0944,38.9212,22.329,0.8666,0.8633,0.8727,0.8539,0.8774,0.8493
