Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,27.481,26.1052,29.9966,22.2137,31.9423,20.268,1.372,1.6519,2.4436,0.8602,2.8395,0.4643
20/04/2026,24.7293,26.1052,29.9966,22.2137,31.9423,20.268,1.9318,1.6519,2.4436,0.8602,2.8395,0.4643
