Date,HQC_Conc,HQC_Mean,HQC_+2SD,HQC_-2SD,HQC_+3SD,HQC_-3SD,LQC_Conc,LQC_Mean,LQC_+2SD,LQC_-2SD,LQC_+3SD,LQC_-3SD
06/02/2026,4.366,4.1155,4.8241,3.4068,5.1784,3.0525,1.392,1.2063,1.7316,0.681,1.9942,0.4184
20/04/2026,3.8649,4.1155,4.8241,3.4068,5.1784,3.0525,1.0206,1.2063,1.7316,0.681,1.9942,0.4184
